model mu Z Age M(*+remn) F275_wfc3 F336_WFC3 F435W_WFC F475W_WFC F555W_WFC F606W_WFC F775W_WFC F502N_WFC F550M_WFC F658N_WFC F660N_WFC F439W_WFPC2 F555W_WFPC2 F675W_WFPC2
Ebi0.30Zm1.49T00.0300_iTp0.00_baseFe.fits 1.30 -1.49000 0.03000 0.43840 0.69981 1.11548 2.10206 2.15064 2.16086 2.13773 2.02880 2.19738 2.16559 1.99819 2.04621 2.13021 2.16428 2.08430
Ebi0.30Zm1.49T00.0400_iTp0.00_baseFe.fits 1.30 -1.49000 0.04000 0.42270 1.18639 1.55435 2.43941 2.47833 2.47745 2.44943 2.32267 2.51653 2.47753 2.30811 2.34923 2.46545 2.48266 2.38630
Ebi0.30Zm1.49T00.0500_iTp0.00_baseFe.fits 1.30 -1.49000 0.05000 0.41260 1.54278 1.90341 2.72037 2.75066 2.74056 2.70930 2.57283 2.78101 2.73788 2.56715 2.60375 2.74488 2.74717 2.64064
Ebi0.30Zm1.49T00.0600_iTp0.00_baseFe.fits 1.30 -1.49000 0.06000 0.41260 1.80690 2.16338 2.93353 2.95841 2.94228 2.90812 2.76108 2.98444 2.93683 2.76475 2.79809 2.95677 2.94967 2.83344
Ebi0.30Zm1.49T00.0700_iTp0.00_baseFe.fits 1.30 -1.49000 0.07000 0.40010 2.03455 2.39630 3.11962 3.13407 3.10229 3.05757 2.87288 3.15094 3.09011 2.89723 2.92903 3.14207 3.11208 2.96121
Ebi0.30Zm1.49T00.0800_iTp0.00_baseFe.fits 1.30 -1.49000 0.08000 0.40010 2.23456 2.57852 3.25469 3.25703 3.20515 3.14526 2.89897 3.26352 3.18422 2.95683 2.98887 3.27703 3.21815 3.01751
Ebi0.30Zm1.49T00.0900_iTp0.00_baseFe.fits 1.30 -1.49000 0.09000 0.39590 2.40511 2.72751 3.35903 3.34976 3.27908 3.20503 2.88775 3.34599 3.25091 2.99125 3.02431 3.38147 3.29514 3.04876
Ebi0.30Zm1.49T00.1000_iTp0.00_baseFe.fits 1.30 -1.49000 0.10000 0.38920 2.56305 2.86677 3.44945 3.43299 3.35102 3.26764 2.89597 3.42358 3.31803 3.03799 3.07122 3.47163 3.36878 3.09182
Ebi0.30Zm1.49T00.1500_iTp0.00_baseFe.fits 1.30 -1.49000 0.15000 0.37710 3.28314 3.48103 3.94052 3.90403 3.79404 3.69316 3.26077 3.87697 3.75006 3.43683 3.46854 3.96147 3.81618 3.48518
Ebi0.30Zm1.49T00.2000_iTp0.00_baseFe.fits 1.30 -1.49000 0.20000 0.37010 3.75604 3.88431 4.27072 4.22680 4.10917 4.00544 3.56402 4.19322 4.06283 3.74557 3.77591 4.29079 4.13244 3.79178
Ebi0.30Zm1.49T00.2500_iTp0.00_baseFe.fits 1.30 -1.49000 0.25000 0.36530 4.08645 4.19551 4.53598 4.48155 4.35134 4.24121 3.78041 4.43961 4.30061 3.97212 4.00142 4.55523 4.37661 4.01558
Ebi0.30Zm1.49T00.3000_iTp0.00_baseFe.fits 1.30 -1.49000 0.30000 0.36170 4.37658 4.44509 4.76988 4.71403 4.58362 4.47384 4.01592 4.67049 4.53291 4.20606 4.23449 4.78826 4.60880 4.24966
Ebi0.30Zm1.49T00.3500_iTp0.00_baseFe.fits 1.30 -1.49000 0.35000 0.35890 4.59902 4.63101 4.94635 4.88535 4.74901 4.63626 4.17167 4.83835 4.69609 4.36562 4.39332 4.96428 4.77493 4.40673
Ebi0.30Zm1.49T00.4000_iTp0.00_baseFe.fits 1.30 -1.49000 0.40000 0.35660 4.79450 4.80190 5.10271 5.03755 4.89722 4.78237 4.31115 4.98793 4.84299 4.51018 4.53710 5.11994 4.92352 4.54907
Ebi0.30Zm1.49T00.4500_iTp0.00_baseFe.fits 1.30 -1.49000 0.45000 0.35470 4.96204 4.96032 5.24801 5.17971 5.03576 4.91804 4.43329 5.12823 4.98018 4.64106 4.66838 5.26505 5.06244 4.67819
Ebi0.30Zm1.49T00.5000_iTp0.00_baseFe.fits 1.30 -1.49000 0.50000 0.35300 5.08964 5.09217 5.37138 5.30146 5.15583 5.03575 4.53604 5.24914 5.09955 4.75402 4.78216 5.38826 5.18267 4.78875
Ebi0.30Zm1.49T00.6000_iTp0.00_baseFe.fits 1.30 -1.49000 0.60000 0.35040 5.35149 5.34174 5.58587 5.51054 5.35904 5.23343 4.70855 5.45464 5.30089 4.94235 4.97106 5.60242 5.38648 4.97308
Ebi0.30Zm1.49T00.7000_iTp0.00_baseFe.fits 1.30 -1.49000 0.70000 0.34840 5.54864 5.55639 5.78123 5.69672 5.53364 5.40239 4.86756 5.63328 5.47203 5.10189 5.13137 5.79808 5.56290 5.13291
Ebi0.30Zm1.49T00.8000_iTp0.00_baseFe.fits 1.30 -1.49000 0.80000 0.34680 5.76719 5.73097 5.95616 5.85869 5.67704 5.53547 4.97455 5.78492 5.60981 5.21589 5.24822 5.97486 5.70940 5.24805
Ebi0.30Zm1.49T00.9000_iTp0.00_baseFe.fits 1.30 -1.49000 0.90000 0.34540 6.02192 5.89517 6.05633 5.93750 5.72772 5.57044 4.97442 5.84767 5.65169 5.22533 5.26126 6.07658 5.76411 5.25786
Ebi0.30Zm1.49T01.0000_iTp0.00_baseFe.fits 1.30 -1.49000 1.00000 0.34400 6.26835 6.05000 6.15506 6.00997 5.76270 5.58148 4.91972 5.90248 5.67358 5.19723 5.23790 6.17830 5.80462 5.23095
Ebi0.30Zm1.49T01.2500_iTp0.00_baseFe.fits 1.30 -1.49000 1.25000 0.34110 6.84231 6.46553 6.52736 6.36666 6.10047 5.91862 5.29246 6.24601 6.00640 5.53420 5.57439 6.55251 6.14592 5.57712
Ebi0.30Zm1.49T01.5000_iTp0.00_baseFe.fits 1.30 -1.49000 1.50000 0.33930 7.25688 6.74023 6.78260 6.60850 6.32453 6.13546 5.50349 6.47736 6.22518 5.73999 5.78156 6.80996 6.37278 5.78590
Ebi0.30Zm1.49T01.7500_iTp0.00_baseFe.fits 1.30 -1.49000 1.75000 0.33810 7.45203 6.93030 7.01131 6.84036 6.56041 6.37581 5.76380 6.70995 6.46293 5.98675 6.02785 7.03902 6.60827 6.03472
Ebi0.30Zm1.49T02.0000_iTp0.00_baseFe.fits 1.30 -1.49000 2.00000 0.33710 7.63601 7.08564 7.16793 6.99032 6.70206 6.51430 5.89680 6.85482 6.60228 6.12016 6.16217 7.19678 6.75130 6.16899
Ebi0.30Zm1.49T02.2500_iTp0.00_baseFe.fits 1.30 -1.49000 2.25000 0.33630 7.81245 7.24373 7.31642 7.13214 6.83584 6.64472 6.02077 6.99192 6.73377 6.24538 6.28801 7.34619 6.88633 6.29480
Ebi0.30Zm1.49T02.5000_iTp0.00_baseFe.fits 1.30 -1.49000 2.50000 0.33570 7.97216 7.40972 7.47647 7.29133 6.99460 6.80397 6.18286 7.15031 6.89251 6.40546 6.44787 7.50613 7.04520 6.45503
Ebi0.30Zm1.49T02.7500_iTp0.00_baseFe.fits 1.30 -1.49000 2.75000 0.33510 8.12506 7.54375 7.59177 7.40164 7.09904 6.90570 6.27963 7.25739 6.99521 6.50317 6.54584 7.62188 7.15051 6.55310
Ebi0.30Zm1.49T03.0000_iTp0.00_baseFe.fits 1.30 -1.49000 3.00000 0.33470 8.26212 7.65891 7.70167 7.50743 7.19957 7.00382 6.37358 7.36032 7.09424 6.59751 6.64056 7.73252 7.25186 6.64810
Ebi0.30Zm1.49T03.2500_iTp0.00_baseFe.fits 1.30 -1.49000 3.25000 0.33420 8.38172 7.76500 7.81148 7.61489 7.30395 7.10702 6.47549 7.46593 7.19786 6.69848 6.74179 7.84301 7.35675 6.74994
Ebi0.30Zm1.49T03.5000_iTp0.00_baseFe.fits 1.30 -1.49000 3.50000 0.33390 8.49678 7.86692 7.90032 7.69936 7.38314 7.18385 6.54841 7.54741 7.27556 6.77162 6.81527 7.93245 7.43673 6.82385
Ebi0.30Zm1.49T03.7500_iTp0.00_baseFe.fits 1.30 -1.49000 3.75000 0.33350 8.62318 7.97612 7.98649 7.78071 7.45901 7.25736 6.61829 7.62587 7.34974 6.84191 6.88576 8.01896 7.51339 6.89447
Ebi0.30Zm1.49T04.0000_iTp0.00_baseFe.fits 1.30 -1.49000 4.00000 0.33330 8.73751 8.07532 8.06790 7.85814 7.53198 7.32852 6.68655 7.70085 7.42140 6.91053 6.95456 8.10075 7.58699 6.96345
Ebi0.30Zm1.49T04.5000_iTp0.00_baseFe.fits 1.30 -1.49000 4.50000 0.33270 8.95787 8.26863 8.22538 8.00987 7.67771 7.47193 6.82604 7.84910 7.56536 7.05091 7.09506 8.25848 7.73354 7.10400
Ebi0.30Zm1.49T05.0000_iTp0.00_baseFe.fits 1.30 -1.49000 5.00000 0.33230 9.12151 8.40351 8.35124 8.13044 7.79177 7.58287 6.93065 7.96632 7.67754 7.15698 7.20159 8.38534 7.84851 7.21084
Ebi0.30Zm1.49T05.5000_iTp0.00_baseFe.fits 1.30 -1.49000 5.50000 0.33190 9.25812 8.52196 8.46881 8.24346 7.89905 7.68752 7.03096 8.07641 7.78315 7.25747 7.30251 8.50391 7.95661 7.31224
Ebi0.30Zm1.49T06.0000_iTp0.00_baseFe.fits 1.30 -1.49000 6.00000 0.33160 9.39497 8.64397 8.59361 8.36657 8.01979 7.80732 7.15050 8.19828 7.90321 7.37545 7.42059 8.62930 8.07771 7.43118
Ebi0.30Zm1.49T06.5000_iTp0.00_baseFe.fits 1.30 -1.49000 6.50000 0.33130 9.50368 8.73495 8.68502 8.45417 8.10261 7.88805 7.22846 8.28355 7.98466 7.45297 7.49844 8.72158 8.16118 7.50953
Ebi0.30Zm1.49T07.0000_iTp0.00_baseFe.fits 1.30 -1.49000 7.00000 0.33110 9.60492 8.82192 8.76937 8.53577 8.18070 7.96458 7.30349 8.36338 8.06168 7.52702 7.57261 8.80657 8.23979 7.58443
Ebi0.30Zm1.49T07.5000_iTp0.00_baseFe.fits 1.30 -1.49000 7.50000 0.33080 9.69762 8.90354 8.84931 8.61295 8.25467 8.03721 7.37486 8.43869 8.13480 7.59756 7.64337 8.88706 8.31416 7.65563
Ebi0.30Zm1.49T08.0000_iTp0.00_baseFe.fits 1.30 -1.49000 8.00000 0.33070 9.78512 8.98111 8.92535 8.68654 8.32523 8.10654 7.44341 8.51078 8.20447 7.66499 7.71096 8.96365 8.38513 7.72381
Ebi0.30Zm1.49T08.5000_iTp0.00_baseFe.fits 1.30 -1.49000 8.50000 0.33050 9.86586 9.05336 8.99763 8.75642 8.39223 8.17251 7.50910 8.57911 8.27066 7.72932 7.77543 9.03647 8.45255 7.78892
Ebi0.30Zm1.49T09.0000_iTp0.00_baseFe.fits 1.30 -1.49000 9.00000 0.33030 9.90707 9.10792 9.04654 8.80712 8.44487 8.22596 7.56585 8.63081 8.32387 7.78419 7.82994 9.08510 8.50487 7.84379
Ebi0.30Zm1.49T09.5000_iTp0.00_baseFe.fits 1.30 -1.49000 9.50000 0.33010 9.93548 9.15654 9.08973 8.85542 8.49888 8.28252 7.62628 8.68232 8.37924 7.84439 7.88936 9.12732 8.55814 7.90376
Ebi0.30Zm1.49T10.0000_iTp0.00_baseFe.fits 1.30 -1.49000 10.00000 0.33000 9.95765 9.20439 9.13745 8.90603 8.55245 8.33746 7.68389 8.73486 8.43346 7.90142 7.94592 9.17464 8.61128 7.96084
Ebi0.30Zm1.49T10.5000_iTp0.00_baseFe.fits 1.30 -1.49000 10.50000 0.32990 10.00448 9.25487 9.18528 8.95596 8.60437 8.38975 7.73641 8.78631 8.48561 7.95409 7.99842 9.22210 8.66285 8.01350
Ebi0.30Zm1.49T11.0000_iTp0.00_baseFe.fits 1.30 -1.49000 11.00000 0.32980 10.03556 9.30645 9.23119 9.00385 8.65442 8.44029 7.78677 8.83554 8.53595 8.00549 8.04958 9.26743 8.71252 8.06449
Ebi0.30Zm1.49T11.5000_iTp0.00_baseFe.fits 1.30 -1.49000 11.50000 0.32950 10.00781 9.33752 9.27889 9.05233 8.70309 8.48894 7.83593 8.88477 8.58441 8.05444 8.09842 9.31529 8.76114 8.11331
Ebi0.30Zm1.49T12.0000_iTp0.00_baseFe.fits 1.30 -1.49000 12.00000 0.32920 10.08079 9.38410 9.33182 9.10423 8.75383 8.53873 7.88306 8.93631 8.63458 8.10282 8.14689 9.36834 8.81181 8.16166
Ebi0.30Zm1.49T12.5000_iTp0.00_baseFe.fits 1.30 -1.49000 12.50000 0.32890 10.17211 9.44785 9.39069 9.16064 8.80640 8.58902 7.92984 8.99148 8.68585 8.14931 8.19399 9.42795 8.86496 8.20900
Ebi0.30Zm1.49T13.0000_iTp0.00_baseFe.fits 1.30 -1.49000 13.00000 0.32860 10.21363 9.49206 9.44824 9.21587 8.85817 8.63873 7.97519 9.04498 8.73652 8.19530 8.24043 9.48642 8.91716 8.25589
Ebi0.30Zm1.49T13.5000_iTp0.00_baseFe.fits 1.30 -1.49000 13.50000 0.32830 10.25776 9.53672 9.50728 9.27344 8.91321 8.69217 8.02583 9.10175 8.79062 8.24592 8.29156 9.54605 8.97255 8.30719
Ebi0.30Zm1.49T14.0000_iTp0.00_baseFe.fits 1.30 -1.49000 14.00000 0.32820 10.27730 9.57261 9.56166 9.32484 8.96026 8.73702 8.06893 9.15110 8.83632 8.28720 8.33352 9.60135 9.02027 8.34934
Ebi0.30Zm1.26T00.0300_iTp0.00_baseFe.fits 1.30 -1.26000 0.03000 0.43840 0.75061 1.12759 2.01539 2.04257 2.01729 1.97227 1.78947 2.06967 2.00747 1.79268 1.84000 2.04398 2.02665 1.87540
Ebi0.30Zm1.26T00.0400_iTp0.00_baseFe.fits 1.30 -1.26000 0.04000 0.42270 1.21347 1.57573 2.36727 2.38620 2.35328 2.30582 2.11561 2.40647 2.34013 2.13066 2.16991 2.39332 2.36373 2.20530
Ebi0.30Zm1.26T00.0500_iTp0.00_baseFe.fits 1.30 -1.26000 0.05000 0.41260 1.58637 1.94406 2.66692 2.67776 2.63643 2.58547 2.38195 2.69084 2.62045 2.40865 2.44388 2.69125 2.64813 2.47833
Ebi0.30Zm1.26T00.0600_iTp0.00_baseFe.fits 1.30 -1.26000 0.06000 0.41260 1.87922 2.22919 2.89445 2.89895 2.85072 2.79640 2.58434 2.90692 2.83213 2.61691 2.64981 2.91748 2.86337 2.68281
Ebi0.30Zm1.26T00.0700_iTp0.00_baseFe.fits 1.30 -1.26000 0.07000 0.40000 2.13283 2.47461 3.09573 3.09007 3.02699 2.96307 2.71812 3.08951 3.00242 2.76789 2.80036 3.11823 3.04199 2.83057
Ebi0.30Zm1.26T00.0800_iTp0.00_baseFe.fits 1.30 -1.26000 0.08000 0.40000 2.34882 2.66616 3.24115 3.22536 3.14684 3.07212 2.78258 3.21602 3.11615 2.85799 2.89021 3.26351 3.16430 2.91771
Ebi0.30Zm1.26T00.0900_iTp0.00_baseFe.fits 1.30 -1.26000 0.09000 0.39580 2.53840 2.84111 3.37002 3.34464 3.25154 3.16580 2.81500 3.32817 3.21514 2.93218 2.96522 3.39239 3.27121 2.98883
Ebi0.30Zm1.26T00.1000_iTp0.00_baseFe.fits 1.30 -1.26000 0.10000 0.38920 2.70181 2.98614 3.48261 3.45133 3.34874 3.25471 2.85740 3.43044 3.30821 3.00629 3.04003 3.50488 3.36986 3.06007
Ebi0.30Zm1.26T00.1500_iTp0.00_baseFe.fits 1.30 -1.26000 0.15000 0.37750 3.41112 3.57517 3.97393 3.92533 3.79947 3.69105 3.23686 3.88938 3.75085 3.41855 3.45206 3.99550 3.82447 3.46938
Ebi0.30Zm1.26T00.2000_iTp0.00_baseFe.fits 1.30 -1.26000 0.20000 0.37060 3.83977 3.95602 4.34028 4.28001 4.13819 4.02161 3.54511 4.23513 4.08415 3.73477 3.76895 4.36240 4.16575 3.78538
Ebi0.30Zm1.26T00.2500_iTp0.00_baseFe.fits 1.30 -1.26000 0.25000 0.36580 4.17208 4.24136 4.61404 4.54391 4.38909 4.26526 3.76950 4.49231 4.33042 3.96702 4.00132 4.63632 4.41849 4.01652
Ebi0.30Zm1.26T00.3000_iTp0.00_baseFe.fits 1.30 -1.26000 0.30000 0.36210 4.43156 4.47360 4.84527 4.77182 4.61241 4.48563 3.97983 4.71769 4.55183 4.18349 4.21702 4.86759 4.64242 4.23144
Ebi0.30Zm1.26T00.3500_iTp0.00_baseFe.fits 1.30 -1.26000 0.35000 0.35930 4.62988 4.65059 5.00925 4.93611 4.77965 4.65417 4.14801 4.88243 4.71995 4.35679 4.38880 5.03019 4.80892 4.40049
Ebi0.30Zm1.26T00.4000_iTp0.00_baseFe.fits 1.30 -1.26000 0.40000 0.35700 4.81908 4.82204 5.15578 5.08053 4.92293 4.79698 4.28708 5.02517 4.86307 4.50058 4.53108 5.17613 4.95221 4.54188
Ebi0.30Zm1.26T00.4500_iTp0.00_baseFe.fits 1.30 -1.26000 0.45000 0.35510 4.99184 4.99023 5.29524 5.21722 5.05838 4.93110 4.41648 5.16050 4.99789 4.63497 4.66493 5.31416 5.08742 4.67317
Ebi0.30Zm1.26T00.5000_iTp0.00_baseFe.fits 1.30 -1.26000 0.50000 0.35350 5.16122 5.14209 5.43380 5.34892 5.18092 5.04953 4.53955 5.28612 5.11796 4.74778 4.77827 5.45335 5.21118 4.78664
Ebi0.30Zm1.26T00.6000_iTp0.00_baseFe.fits 1.30 -1.26000 0.60000 0.35090 5.42484 5.39681 5.66109 5.56679 5.38737 5.25126 4.73017 5.49612 5.32091 4.94105 4.97262 5.68090 5.41963 4.98000
Ebi0.30Zm1.26T00.7000_iTp0.00_baseFe.fits 1.30 -1.26000 0.70000 0.34890 5.67058 5.61871 5.86147 5.75681 5.56547 5.42184 4.86389 5.67869 5.49509 5.09960 5.13233 5.88127 5.59941 5.13445
Ebi0.30Zm1.26T00.8000_iTp0.00_baseFe.fits 1.30 -1.26000 0.80000 0.34720 5.94917 5.82926 6.03295 5.92230 5.72430 5.57618 5.00374 5.84000 5.65166 5.24724 5.28029 6.05245 5.75895 5.28023
Ebi0.30Zm1.26T00.9000_iTp0.00_baseFe.fits 1.30 -1.26000 0.90000 0.34590 6.21656 5.99129 6.13933 6.01582 5.80100 5.64466 5.06178 5.92408 5.72311 5.30220 5.33676 6.15983 5.83822 5.33722
Ebi0.30Zm1.26T01.0000_iTp0.00_baseFe.fits 1.30 -1.26000 1.00000 0.34460 6.43848 6.11611 6.19711 6.04780 5.79702 5.61751 4.96822 5.93916 5.70675 5.23714 5.27623 6.22034 5.83947 5.27258
Ebi0.30Zm1.26T01.2500_iTp0.00_baseFe.fits 1.30 -1.26000 1.25000 0.34150 7.01307 6.53822 6.58682 6.41688 6.14053 5.95404 5.31402 6.29231 6.04274 5.56444 5.60483 6.61250 6.18700 5.60556
Ebi0.30Zm1.26T01.5000_iTp0.00_baseFe.fits 1.30 -1.26000 1.50000 0.33970 7.26569 6.71966 6.83067 6.63817 6.32865 6.12789 5.47105 6.49613 6.22113 5.71414 5.75832 6.86295 6.38056 5.76284
Ebi0.30Zm1.26T01.7500_iTp0.00_baseFe.fits 1.30 -1.26000 1.75000 0.33830 7.52589 6.98691 7.07722 6.88700 6.58284 6.38740 5.75211 6.74608 6.47708 5.98379 6.02617 7.10792 6.63379 6.03208
Ebi0.30Zm1.26T02.0000_iTp0.00_baseFe.fits 1.30 -1.26000 2.00000 0.33730 7.69571 7.14112 7.23169 7.03588 6.72396 6.52525 5.88642 6.89111 6.61595 6.11583 6.15912 7.26388 6.77620 6.16593
Ebi0.30Zm1.26T02.2500_iTp0.00_baseFe.fits 1.30 -1.26000 2.25000 0.33660 7.88793 7.30291 7.37975 7.17814 6.85936 6.65794 6.01610 7.02946 6.74938 6.24456 6.28817 7.41274 6.91262 6.29551
Ebi0.30Zm1.26T02.5000_iTp0.00_baseFe.fits 1.30 -1.26000 2.50000 0.33590 8.06915 7.46535 7.53695 7.33475 7.01499 6.81321 6.17207 7.18549 6.90478 6.39893 6.44256 7.57015 7.06853 6.45051
Ebi0.30Zm1.26T02.7500_iTp0.00_baseFe.fits 1.30 -1.26000 2.75000 0.33530 8.24407 7.62578 7.66251 7.45596 7.13229 6.92970 6.28956 7.30393 7.02112 6.51472 6.55825 7.69558 7.18643 6.56664
Ebi0.30Zm1.26T03.0000_iTp0.00_baseFe.fits 1.30 -1.26000 3.00000 0.33480 8.41830 7.77621 7.77117 7.55862 7.22934 7.02467 6.37974 7.40292 7.11658 6.60747 6.65084 7.80415 7.28420 6.65885
Ebi0.30Zm1.26T03.2500_iTp0.00_baseFe.fits 1.30 -1.26000 3.25000 0.33440 8.54064 7.88252 7.88085 7.66520 7.33174 7.12523 6.47774 7.50730 7.21779 6.70506 6.74873 7.91463 7.38730 6.75715
Ebi0.30Zm1.26T03.5000_iTp0.00_baseFe.fits 1.30 -1.26000 3.50000 0.33400 8.65845 7.97413 7.97600 7.75645 7.41792 7.20924 6.55900 7.59601 7.30254 6.78548 6.82961 8.01074 7.47426 6.83858
Ebi0.30Zm1.26T03.7500_iTp0.00_baseFe.fits 1.30 -1.26000 3.75000 0.33370 8.74188 8.03507 8.06119 7.83798 7.49402 7.28269 6.62830 7.67497 7.37712 6.85433 6.89910 8.09735 7.55118 6.90871
Ebi0.30Zm1.26T04.0000_iTp0.00_baseFe.fits 1.30 -1.26000 4.00000 0.33340 8.82981 8.10904 8.14303 7.91610 7.56730 7.35382 6.69607 7.75080 7.44901 6.92196 6.96723 8.18019 7.62515 6.97721
Ebi0.30Zm1.26T04.5000_iTp0.00_baseFe.fits 1.30 -1.26000 4.50000 0.33290 9.04877 8.29695 8.30430 8.07230 7.71844 7.50319 6.84293 7.90385 7.59884 7.06884 7.11412 8.34188 7.77701 7.12452
Ebi0.30Zm1.26T05.0000_iTp0.00_baseFe.fits 1.30 -1.26000 5.00000 0.33240 9.21443 8.43330 8.42993 8.19206 7.83131 7.61310 6.94772 8.02009 7.70978 7.17402 7.21982 8.46863 7.89085 7.23080
Ebi0.30Zm1.26T05.5000_iTp0.00_baseFe.fits 1.30 -1.26000 5.50000 0.33210 9.36984 8.56232 8.54675 8.30347 7.93669 7.71601 7.04672 8.12821 7.81349 7.27318 7.31931 8.58630 7.99707 7.33076
Ebi0.30Zm1.26T06.0000_iTp0.00_baseFe.fits 1.30 -1.26000 6.00000 0.33170 9.50291 8.67704 8.65729 8.40975 8.03805 7.81531 7.14295 8.23189 7.91341 7.36940 7.41577 8.69763 8.09910 7.42768
Ebi0.30Zm1.26T06.5000_iTp0.00_baseFe.fits 1.30 -1.26000 6.50000 0.33140 9.60738 8.77936 8.76376 8.51418 8.13994 7.91614 7.24263 8.33512 8.01447 7.46853 7.51508 8.80457 8.20135 7.52734
Ebi0.30Zm1.26T07.0000_iTp0.00_baseFe.fits 1.30 -1.26000 7.00000 0.33120 9.69862 8.86320 8.84976 8.59675 8.21821 7.99235 7.31524 8.41572 8.09144 7.54144 7.58840 8.89139 8.28022 7.60097
Ebi0.30Zm1.26T07.5000_iTp0.00_baseFe.fits 1.30 -1.26000 7.50000 0.33090 9.78205 8.93642 8.92997 8.67462 8.29281 8.06543 7.38575 8.49209 8.16506 7.61198 7.65915 8.97241 8.35533 7.67221
Ebi0.30Zm1.26T08.0000_iTp0.00_baseFe.fits 1.30 -1.26000 8.00000 0.33080 9.86835 9.01303 9.00630 8.74884 8.36440 8.13584 7.45405 8.56481 8.23590 7.68057 7.72783 9.04927 8.42733 7.74117
Ebi0.30Zm1.26T08.5000_iTp0.00_baseFe.fits 1.30 -1.26000 8.50000 0.33060 9.95916 9.09541 9.07700 8.81860 8.43332 8.20439 7.52142 8.63405 8.30458 7.74849 7.79568 9.11999 8.49634 7.80924
Ebi0.30Zm1.26T09.0000_iTp0.00_baseFe.fits 1.30 -1.26000 9.00000 0.33040 10.07380 9.19923 9.14777 8.88543 8.49658 8.26627 7.58105 8.69855 8.36686 7.80872 7.85577 9.19082 8.56008 7.86931
Ebi0.30Zm1.26T09.5000_iTp0.00_baseFe.fits 1.30 -1.26000 9.50000 0.33030 10.11641 9.24941 9.19344 8.93420 8.54840 8.31899 7.63775 8.74902 8.41944 7.86305 7.90969 9.23606 8.61138 7.92345
Ebi0.30Zm1.26T10.0000_iTp0.00_baseFe.fits 1.30 -1.26000 10.00000 0.33010 10.14615 9.29712 9.23209 8.97907 8.59992 8.37297 7.69573 8.79764 8.47258 7.92073 7.96655 9.27358 8.66188 7.98057
Ebi0.30Zm1.26T10.5000_iTp0.00_baseFe.fits 1.30 -1.26000 10.50000 0.33000 10.14712 9.34250 9.27267 9.02466 8.65113 8.42627 7.75088 8.84642 8.52511 7.97704 8.02229 9.31304 8.71223 8.03637
Ebi0.30Zm1.26T11.0000_iTp0.00_baseFe.fits 1.30 -1.26000 11.00000 0.32990 10.15361 9.38403 9.31358 9.06994 8.70108 8.47791 7.80343 8.89466 8.57603 8.03102 8.07592 9.35309 8.76149 8.08998
Ebi0.30Zm1.26T11.5000_iTp0.00_baseFe.fits 1.30 -1.26000 11.50000 0.32980 10.21297 9.43751 9.35536 9.11471 8.74934 8.52729 7.85268 8.94152 8.62499 8.08228 8.12684 9.39402 8.80914 8.14063
Ebi0.30Zm1.26T12.0000_iTp0.00_baseFe.fits 1.30 -1.26000 12.00000 0.32950 10.15933 9.46459 9.39778 9.15939 8.79623 8.57437 7.89868 8.98793 8.67214 8.12934 8.17385 9.43606 8.85558 8.18759
Ebi0.30Zm1.26T12.5000_iTp0.00_baseFe.fits 1.30 -1.26000 12.50000 0.32920 10.22676 9.50714 9.44566 9.20771 8.84415 8.62170 7.94394 9.03675 8.71963 8.17542 8.22026 9.48428 8.90354 8.23391
Ebi0.30Zm1.26T13.0000_iTp0.00_baseFe.fits 1.30 -1.26000 13.00000 0.32890 10.32477 9.57283 9.50355 9.26204 8.89441 8.66975 7.98822 9.08917 8.76861 8.22050 8.26552 9.54262 8.95423 8.27911
Ebi0.30Zm1.26T13.5000_iTp0.00_baseFe.fits 1.30 -1.26000 13.50000 0.32860 10.41166 9.62273 9.56021 9.31583 8.94396 8.71718 8.03161 9.14135 8.81675 8.26427 8.30998 9.60039 9.00436 8.32383
Ebi0.30Zm1.26T14.0000_iTp0.00_baseFe.fits 1.30 -1.26000 14.00000 0.32830 10.43644 9.66483 9.61747 9.37157 8.99739 8.76947 8.08416 9.19614 8.86942 8.31439 8.36050 9.65825 9.05809 8.37491
Ebi0.30Zm0.96T00.0300_iTp0.00_baseFe.fits 1.30 -0.96000 0.03000 0.43840 0.89821 1.26895 1.97808 1.96373 1.86945 1.78235 1.47726 1.95816 1.83061 1.53166 1.57674 2.00838 1.89043 1.60899
Ebi0.30Zm0.96T00.0400_iTp0.00_baseFe.fits 1.30 -0.96000 0.04000 0.42280 1.36466 1.74135 2.38230 2.35631 2.25074 2.15761 1.82802 2.34023 2.20784 1.90201 1.94230 2.41046 2.27264 1.97327
Ebi0.30Zm0.96T00.0500_iTp0.00_baseFe.fits 1.30 -0.96000 0.05000 0.41270 1.72239 2.12746 2.72318 2.68726 2.57077 2.47158 2.12055 2.66305 2.52378 2.20991 2.24794 2.74994 2.59385 2.27553
Ebi0.30Zm0.96T00.0600_iTp0.00_baseFe.fits 1.30 -0.96000 0.06000 0.41270 2.05939 2.44431 2.98413 2.94221 2.82009 2.71944 2.36150 2.91197 2.77224 2.45882 2.49500 3.00994 2.84401 2.52128
Ebi0.30Zm0.96T00.0700_iTp0.00_baseFe.fits 1.30 -0.96000 0.07000 0.40010 2.32089 2.68309 3.22897 3.17524 3.03626 2.92636 2.54376 3.13629 2.98262 2.65010 2.68791 3.25514 3.06289 2.71268
